snapshot_date,rows_raw,rows_dedup,entities,dupes_by_snapshot_entity,null_entity_id,null_composite_figi,null_share_class_figi
2005-01-01,2632,2632,2632,0,0,1599,1599
2005-01-02,2632,2632,2632,0,0,1599,1599
2005-01-03,2630,2630,2630,0,0,1597,1597
2005-01-04,2630,2630,2630,0,0,1597,1597
2005-01-05,2631,2630,2630,1,0,1597,1597
2005-01-06,2631,2631,2631,0,0,1598,1598
2005-01-07,2632,2632,2632,0,0,1598,1598
2005-01-08,2632,2632,2632,0,0,1598,1598
2005-01-09,2632,2632,2632,0,0,1598,1598
2005-01-10,2632,2632,2632,0,0,1598,1598
2005-01-11,2632,2632,2632,0,0,1598,1598
2005-01-12,2632,2632,2632,0,0,1598,1598
2005-01-13,2633,2633,2633,0,0,1599,1599
2005-01-14,2633,2633,2633,0,0,1599,1599
2005-01-15,2633,2633,2633,0,0,1599,1599
2005-01-16,2633,2633,2633,0,0,1599,1599
2005-01-17,2633,2633,2633,0,0,1599,1599
2005-01-18,2633,2633,2633,0,0,1599,1599
2005-01-19,2635,2635,2635,0,0,1601,1601
2005-01-20,2635,2635,2635,0,0,1601,1601
2005-01-21,2635,2635,2635,0,0,1599,1599
2005-01-22,2635,2635,2635,0,0,1599,1599
2005-01-23,2635,2635,2635,0,0,1599,1599
2005-01-24,2633,2633,2633,0,0,1598,1598
2005-01-25,2633,2633,2633,0,0,1598,1598
2005-01-26,2633,2633,2633,0,0,1598,1598
2005-01-27,2638,2638,2638,0,0,1602,1602
2005-01-28,2639,2639,2639,0,0,1602,1602
2005-01-29,2639,2639,2639,0,0,1602,1602
2005-01-30,2639,2639,2639,0,0,1602,1602
2005-01-31,2639,2639,2639,0,0,1602,1602
2005-02-01,2639,2639,2639,0,0,1602,1602
2005-02-02,2639,2639,2639,0,0,1602,1602
2005-02-03,2638,2638,2638,0,0,1601,1601
2005-02-04,2640,2640,2640,0,0,1603,1603
2005-02-05,2640,2640,2640,0,0,1603,1603
2005-02-06,2640,2640,2640,0,0,1603,1603
2005-02-07,2639,2639,2639,0,0,1602,1602
2005-02-08,2638,2638,2638,0,0,1601,1601
2005-02-09,2641,2641,2641,0,0,1602,1602
2005-02-10,2643,2643,2643,0,0,1603,1603
2005-02-11,2644,2644,2644,0,0,1603,1603
2005-02-12,2644,2644,2644,0,0,1603,1603
2005-02-13,2644,2644,2644,0,0,1603,1603
2005-02-14,2644,2644,2644,0,0,1603,1603
2005-02-15,2646,2646,2646,0,0,1604,1604
2005-02-16,2647,2647,2647,0,0,1605,1605
2005-02-17,2648,2648,2648,0,0,1605,1605
2005-02-18,2648,2648,2648,0,0,1605,1605
2005-02-19,2648,2648,2648,0,0,1605,1605
2005-02-20,2648,2648,2648,0,0,1605,1605
2005-02-21,2648,2648,2648,0,0,1605,1605
2005-02-22,2647,2647,2647,0,0,1604,1604
2005-02-23,2645,2645,2645,0,0,1602,1602
2005-02-24,2646,2646,2646,0,0,1602,1602
2005-02-25,2646,2646,2646,0,0,1602,1602
2005-02-26,2646,2646,2646,0,0,1602,1602
2005-02-27,2646,2646,2646,0,0,1602,1602
2005-02-28,2645,2645,2645,0,0,1601,1601
2005-03-01,2643,2643,2643,0,0,1599,1599
2005-03-02,2643,2643,2643,0,0,1599,1599
2005-03-03,2642,2642,2642,0,0,1598,1598
2005-03-04,2642,2642,2642,0,0,1598,1598
2005-03-05,2642,2642,2642,0,0,1598,1598
2005-03-06,2642,2642,2642,0,0,1598,1598
2005-03-07,2643,2643,2643,0,0,1599,1599
2005-03-08,2643,2643,2643,0,0,1599,1599
2005-03-09,2643,2643,2643,0,0,1599,1599
2005-03-10,2643,2643,2643,0,0,1599,1599
2005-03-11,2642,2642,2642,0,0,1598,1598
2005-03-12,2642,2642,2642,0,0,1598,1598
2005-03-13,2642,2642,2642,0,0,1598,1598
2005-03-14,2640,2640,2640,0,0,1596,1596
2005-03-15,2640,2640,2640,0,0,1596,1596
2005-03-16,2640,2640,2640,0,0,1596,1596
2005-03-17,2641,2641,2641,0,0,1597,1597
2005-03-18,2643,2643,2643,0,0,1599,1599
2005-03-19,2643,2643,2643,0,0,1599,1599
2005-03-20,2643,2643,2643,0,0,1599,1599
2005-03-21,2643,2643,2643,0,0,1599,1599
2005-03-22,2642,2642,2642,0,0,1598,1598
2005-03-23,2641,2641,2641,0,0,1597,1597
2005-03-24,2641,2641,2641,0,0,1597,1597
2005-03-25,2641,2641,2641,0,0,1597,1597
2005-03-26,2641,2641,2641,0,0,1597,1597
2005-03-27,2641,2641,2641,0,0,1597,1597
2005-03-28,2640,2640,2640,0,0,1596,1596
2005-03-29,2645,2645,2645,0,0,1600,1600
2005-03-30,2645,2645,2645,0,0,1600,1600
2005-03-31,2645,2645,2645,0,0,1600,1600
2005-04-01,2645,2645,2645,0,0,1600,1600
2005-04-02,2645,2645,2645,0,0,1600,1600
2005-04-03,2645,2645,2645,0,0,1600,1600
2005-04-04,2644,2644,2644,0,0,1599,1599
2005-04-05,2644,2644,2644,0,0,1599,1599
2005-04-06,2645,2645,2645,0,0,1600,1600
2005-04-07,2644,2644,2644,0,0,1599,1599
2005-04-08,2642,2642,2642,0,0,1597,1597
2005-04-09,2642,2642,2642,0,0,1597,1597
2005-04-10,2642,2642,2642,0,0,1597,1597
2005-04-11,2641,2641,2641,0,0,1596,1596
2005-04-12,2641,2641,2641,0,0,1596,1596
2005-04-13,2641,2641,2641,0,0,1596,1596
2005-04-14,2641,2641,2641,0,0,1596,1596
2005-04-15,2642,2642,2642,0,0,1597,1597
2005-04-16,2642,2642,2642,0,0,1597,1597
2005-04-17,2642,2642,2642,0,0,1597,1597
2005-04-18,2640,2640,2640,0,0,1595,1595
2005-04-19,2638,2638,2638,0,0,1593,1593
2005-04-20,2637,2637,2637,0,0,1592,1592
2005-04-21,2637,2637,2637,0,0,1592,1592
2005-04-22,2637,2637,2637,0,0,1592,1592
2005-04-23,2637,2637,2637,0,0,1592,1592
2005-04-24,2637,2637,2637,0,0,1592,1592
2005-04-25,2637,2637,2637,0,0,1592,1592
2005-04-26,2638,2638,2638,0,0,1593,1593
2005-04-27,2642,2642,2642,0,0,1596,1596
2005-04-28,2642,2642,2642,0,0,1596,1596
2005-04-29,2642,2642,2642,0,0,1596,1596
2005-04-30,2642,2642,2642,0,0,1596,1596
2005-05-01,2642,2642,2642,0,0,1596,1596
2005-05-02,2642,2641,2641,1,0,1595,1595
2005-05-03,2641,2641,2641,0,0,1595,1595
2005-05-04,2642,2642,2642,0,0,1596,1596
2005-05-05,2645,2645,2645,0,0,1599,1599
2005-05-06,2646,2646,2646,0,0,1600,1600
2005-05-07,2646,2646,2646,0,0,1600,1600
2005-05-08,2646,2646,2646,0,0,1600,1600
2005-05-09,2646,2646,2646,0,0,1600,1600
2005-05-10,2647,2647,2647,0,0,1601,1601
2005-05-11,2648,2648,2648,0,0,1602,1602
2005-05-12,2648,2648,2648,0,0,1602,1602
2005-05-13,2647,2647,2647,0,0,1601,1601
2005-05-14,2647,2647,2647,0,0,1601,1601
2005-05-15,2647,2647,2647,0,0,1601,1601
2005-05-16,2647,2647,2647,0,0,1601,1601
2005-05-17,2647,2647,2647,0,0,1601,1601
2005-05-18,2646,2646,2646,0,0,1600,1600
2005-05-19,2646,2646,2646,0,0,1600,1600
2005-05-20,2646,2646,2646,0,0,1600,1600
2005-05-21,2646,2646,2646,0,0,1600,1600
2005-05-22,2646,2646,2646,0,0,1600,1600
2005-05-23,2645,2645,2645,0,0,1599,1599
2005-05-24,2644,2644,2644,0,0,1598,1598
2005-05-25,2645,2645,2645,0,0,1599,1599
2005-05-26,2648,2648,2648,0,0,1598,1598
2005-05-27,2648,2648,2648,0,0,1598,1598
2005-05-28,2648,2648,2648,0,0,1598,1598
2005-05-29,2648,2648,2648,0,0,1598,1598
2005-05-30,2648,2648,2648,0,0,1598,1598
2005-05-31,2646,2646,2646,0,0,1596,1596
2005-06-01,2646,2646,2646,0,0,1596,1596
2005-06-02,2646,2646,2646,0,0,1596,1596
2005-06-03,2646,2646,2646,0,0,1596,1596
2005-06-04,2646,2646,2646,0,0,1596,1596
2005-06-05,2646,2646,2646,0,0,1596,1596
2005-06-06,2645,2645,2645,0,0,1594,1594
2005-06-07,2645,2645,2645,0,0,1594,1594
2005-06-08,2644,2644,2644,0,0,1593,1593
2005-06-09,2643,2643,2643,0,0,1592,1592
2005-06-10,2642,2642,2642,0,0,1591,1591
2005-06-11,2642,2642,2642,0,0,1591,1591
2005-06-12,2642,2642,2642,0,0,1591,1591
2005-06-13,2642,2642,2642,0,0,1591,1591
2005-06-14,2641,2641,2641,0,0,1590,1590
2005-06-15,2641,2641,2641,0,0,1590,1590
2005-06-16,2642,2642,2642,0,0,1590,1590
2005-06-17,2642,2642,2642,0,0,1590,1590
2005-06-18,2642,2642,2642,0,0,1590,1590
2005-06-19,2642,2642,2642,0,0,1590,1590
2005-06-20,2642,2642,2642,0,0,1590,1590
2005-06-21,2641,2641,2641,0,0,1589,1589
2005-06-22,2641,2641,2641,0,0,1589,1589
2005-06-23,2640,2640,2640,0,0,1588,1588
2005-06-24,2642,2642,2642,0,0,1589,1589
2005-06-25,2642,2642,2642,0,0,1589,1589
2005-06-26,2642,2642,2642,0,0,1589,1589
2005-06-27,2639,2639,2639,0,0,1586,1586
2005-06-28,2644,2643,2643,1,0,1589,1589
2005-06-29,2647,2647,2647,0,0,1593,1593
2005-06-30,2648,2648,2648,0,0,1593,1593
2005-07-01,2648,2648,2648,0,0,1592,1592
2005-07-02,2648,2648,2648,0,0,1592,1592
2005-07-03,2648,2648,2648,0,0,1592,1592
2005-07-04,2648,2648,2648,0,0,1592,1592
2005-07-05,2643,2643,2643,0,0,1587,1587
2005-07-06,2643,2643,2643,0,0,1587,1587
2005-07-07,2642,2642,2642,0,0,1586,1586
2005-07-08,2643,2643,2643,0,0,1586,1586
2005-07-09,2643,2643,2643,0,0,1586,1586
2005-07-10,2643,2643,2643,0,0,1586,1586
2005-07-11,2643,2643,2643,0,0,1586,1586
2005-07-12,2643,2643,2643,0,0,1586,1586
2005-07-13,2643,2643,2643,0,0,1586,1586
2005-07-14,2643,2643,2643,0,0,1586,1586
2005-07-15,2643,2643,2643,0,0,1586,1586
2005-07-16,2643,2643,2643,0,0,1586,1586
2005-07-17,2643,2643,2643,0,0,1586,1586
2005-07-18,2642,2642,2642,0,0,1585,1585
2005-07-19,2643,2643,2643,0,0,1586,1586
2005-07-20,2643,2643,2643,0,0,1585,1585
2005-07-21,2644,2644,2644,0,0,1585,1585
2005-07-22,2644,2644,2644,0,0,1585,1585
2005-07-23,2644,2644,2644,0,0,1585,1585
2005-07-24,2644,2644,2644,0,0,1585,1585
2005-07-25,2642,2642,2642,0,0,1583,1583
2005-07-26,2643,2643,2643,0,0,1584,1584
2005-07-27,2647,2647,2647,0,0,1588,1588
2005-07-28,2648,2648,2648,0,0,1589,1589
2005-07-29,2648,2648,2648,0,0,1589,1589
2005-07-30,2648,2648,2648,0,0,1589,1589
2005-07-31,2648,2648,2648,0,0,1589,1589
2005-08-01,2641,2641,2641,0,0,1582,1582
2005-08-02,2642,2642,2642,0,0,1583,1583
2005-08-03,2642,2642,2642,0,0,1583,1583
2005-08-04,2642,2642,2642,0,0,1583,1583
2005-08-05,2643,2643,2643,0,0,1582,1582
2005-08-06,2643,2643,2643,0,0,1582,1582
2005-08-07,2643,2643,2643,0,0,1582,1582
2005-08-08,2641,2641,2641,0,0,1580,1580
2005-08-09,2644,2644,2644,0,0,1582,1582
2005-08-10,2645,2645,2645,0,0,1583,1583
2005-08-11,2648,2648,2648,0,0,1585,1585
2005-08-12,2647,2647,2647,0,0,1584,1584
2005-08-13,2647,2647,2647,0,0,1584,1584
2005-08-14,2647,2647,2647,0,0,1584,1584
2005-08-15,2647,2647,2647,0,0,1584,1584
2005-08-16,2647,2647,2647,0,0,1584,1584
2005-08-17,2648,2648,2648,0,0,1585,1585
2005-08-18,2648,2648,2648,0,0,1586,1586
2005-08-19,2648,2648,2648,0,0,1586,1586
2005-08-20,2648,2648,2648,0,0,1586,1586
2005-08-21,2648,2648,2648,0,0,1586,1586
2005-08-22,2649,2649,2649,0,0,1586,1586
2005-08-23,2649,2649,2649,0,0,1586,1586
2005-08-24,2650,2650,2650,0,0,1587,1587
2005-08-25,2650,2650,2650,0,0,1587,1587
2005-08-26,2653,2653,2653,0,0,1588,1588
2005-08-27,2653,2653,2653,0,0,1588,1588
2005-08-28,2653,2653,2653,0,0,1588,1588
2005-08-29,2652,2652,2652,0,0,1586,1586
2005-08-30,2652,2652,2652,0,0,1586,1586
2005-08-31,2650,2650,2650,0,0,1585,1585
2005-09-01,2648,2648,2648,0,0,1583,1583
2005-09-02,2648,2648,2648,0,0,1583,1583
2005-09-03,2648,2648,2648,0,0,1583,1583
2005-09-04,2648,2648,2648,0,0,1583,1583
2005-09-05,2648,2648,2648,0,0,1583,1583
2005-09-06,2648,2648,2648,0,0,1583,1583
2005-09-07,2648,2648,2648,0,0,1583,1583
2005-09-08,2648,2648,2648,0,0,1583,1583
2005-09-09,2648,2648,2648,0,0,1583,1583
2005-09-10,2648,2648,2648,0,0,1583,1583
2005-09-11,2648,2648,2648,0,0,1583,1583
2005-09-12,2648,2648,2648,0,0,1583,1583
2005-09-13,2647,2647,2647,0,0,1582,1582
2005-09-14,2647,2647,2647,0,0,1582,1582
2005-09-15,2650,2650,2650,0,0,1583,1583
2005-09-16,2649,2649,2649,0,0,1582,1582
2005-09-17,2649,2649,2649,0,0,1582,1582
2005-09-18,2649,2649,2649,0,0,1582,1582
2005-09-19,2649,2649,2649,0,0,1582,1582
2005-09-20,2648,2648,2648,0,0,1581,1581
2005-09-21,2648,2648,2648,0,0,1581,1581
2005-09-22,2648,2648,2648,0,0,1581,1581
2005-09-23,2647,2647,2647,0,0,1580,1580
2005-09-24,2647,2647,2647,0,0,1580,1580
2005-09-25,2647,2647,2647,0,0,1580,1580
2005-09-26,2648,2648,2648,0,0,1580,1580
2005-09-27,2649,2649,2649,0,0,1581,1581
2005-09-28,2651,2651,2651,0,0,1582,1582
2005-09-29,2651,2651,2651,0,0,1581,1581
2005-09-30,2651,2651,2651,0,0,1581,1581
2005-10-01,2651,2651,2651,0,0,1581,1581
2005-10-02,2651,2651,2651,0,0,1581,1581
2005-10-03,2649,2648,2648,1,0,1577,1577
2005-10-04,2647,2647,2647,0,0,1576,1576
2005-10-05,2648,2648,2648,0,0,1576,1576
2005-10-06,2648,2648,2648,0,0,1576,1576
2005-10-07,2646,2646,2646,0,0,1574,1574
2005-10-08,2646,2646,2646,0,0,1574,1574
2005-10-09,2646,2646,2646,0,0,1574,1574
2005-10-10,2644,2644,2644,0,0,1571,1571
2005-10-11,2643,2643,2643,0,0,1570,1570
2005-10-12,2643,2643,2643,0,0,1570,1570
2005-10-13,2643,2643,2643,0,0,1570,1570
2005-10-14,2644,2644,2644,0,0,1571,1571
2005-10-15,2644,2644,2644,0,0,1571,1571
2005-10-16,2644,2644,2644,0,0,1571,1571
2005-10-17,2644,2644,2644,0,0,1571,1571
2005-10-18,2643,2643,2643,0,0,1570,1570
2005-10-19,2644,2644,2644,0,0,1571,1571
2005-10-20,2644,2644,2644,0,0,1571,1571
2005-10-21,2643,2643,2643,0,0,1569,1569
2005-10-22,2643,2643,2643,0,0,1569,1569
2005-10-23,2643,2643,2643,0,0,1569,1569
2005-10-24,2643,2643,2643,0,0,1569,1569
2005-10-25,2644,2644,2644,0,0,1570,1570
2005-10-26,2644,2644,2644,0,0,1570,1570
2005-10-27,2650,2650,2650,0,0,1575,1575
2005-10-28,2648,2648,2648,0,0,1573,1573
2005-10-29,2648,2648,2648,0,0,1573,1573
2005-10-30,2648,2648,2648,0,0,1573,1573
2005-10-31,2645,2645,2645,0,0,1569,1569
2005-11-01,2644,2644,2644,0,0,1569,1569
2005-11-02,2644,2644,2644,0,0,1569,1569
2005-11-03,2645,2645,2645,0,0,1570,1570
2005-11-04,2645,2645,2645,0,0,1570,1570
2005-11-05,2645,2645,2645,0,0,1570,1570
2005-11-06,2645,2645,2645,0,0,1570,1570
2005-11-07,2644,2644,2644,0,0,1569,1569
2005-11-08,2644,2644,2644,0,0,1569,1569
2005-11-09,2644,2644,2644,0,0,1569,1569
2005-11-10,2643,2643,2643,0,0,1568,1568
2005-11-11,2645,2645,2645,0,0,1570,1570
2005-11-12,2645,2645,2645,0,0,1570,1570
2005-11-13,2645,2645,2645,0,0,1570,1570
2005-11-14,2646,2646,2646,0,0,1570,1570
2005-11-15,2645,2645,2645,0,0,1568,1568
2005-11-16,2646,2646,2646,0,0,1569,1569
2005-11-17,2645,2645,2645,0,0,1568,1568
2005-11-18,2645,2645,2645,0,0,1568,1568
2005-11-19,2645,2645,2645,0,0,1568,1568
2005-11-20,2645,2645,2645,0,0,1568,1568
2005-11-21,2645,2645,2645,0,0,1567,1567
2005-11-22,2646,2646,2646,0,0,1567,1567
2005-11-23,2647,2647,2647,0,0,1567,1567
2005-11-24,2647,2647,2647,0,0,1567,1567
2005-11-25,2646,2646,2646,0,0,1566,1566
2005-11-26,2646,2646,2646,0,0,1566,1566
2005-11-27,2646,2646,2646,0,0,1566,1566
2005-11-28,2645,2645,2645,0,0,1565,1565
2005-11-29,2645,2645,2645,0,0,1565,1565
2005-11-30,2646,2646,2646,0,0,1566,1566
2005-12-01,2647,2646,2646,1,0,1565,1565
2005-12-02,2646,2646,2646,0,0,1564,1564
2005-12-03,2646,2646,2646,0,0,1564,1564
2005-12-04,2646,2646,2646,0,0,1564,1564
2005-12-05,2644,2644,2644,0,0,1560,1560
2005-12-06,2644,2644,2644,0,0,1560,1560
2005-12-07,2644,2644,2644,0,0,1560,1560
2005-12-08,2645,2645,2645,0,0,1561,1561
2005-12-09,2647,2647,2647,0,0,1563,1563
2005-12-10,2647,2647,2647,0,0,1563,1563
2005-12-11,2647,2647,2647,0,0,1563,1563
2005-12-12,2645,2645,2645,0,0,1561,1561
2005-12-13,2644,2644,2644,0,0,1560,1560
2005-12-14,2645,2645,2645,0,0,1561,1561
2005-12-15,2646,2646,2646,0,0,1562,1562
2005-12-16,2647,2647,2647,0,0,1563,1563
2005-12-17,2647,2647,2647,0,0,1563,1563
2005-12-18,2647,2647,2647,0,0,1563,1563
2005-12-19,2647,2647,2647,0,0,1563,1563
2005-12-20,2646,2646,2646,0,0,1562,1562
2005-12-21,2646,2646,2646,0,0,1562,1562
2005-12-22,2645,2645,2645,0,0,1561,1561
2005-12-23,2646,2646,2646,0,0,1562,1562
2005-12-24,2646,2646,2646,0,0,1562,1562
2005-12-25,2646,2646,2646,0,0,1562,1562
2005-12-26,2646,2646,2646,0,0,1562,1562
2005-12-27,2645,2645,2645,0,0,1561,1561
2005-12-28,2645,2645,2645,0,0,1561,1561
2005-12-29,2644,2644,2644,0,0,1560,1560
2005-12-30,2643,2643,2643,0,0,1559,1559
2005-12-31,2643,2643,2643,0,0,1559,1559
2006-01-01,2643,2643,2643,0,0,1559,1559
2006-01-02,2643,2643,2643,0,0,1559,1559
2006-01-03,2642,2642,2642,0,0,1556,1556
2006-01-04,2642,2642,2642,0,0,1556,1556
2006-01-05,2641,2641,2641,0,0,1555,1555
2006-01-06,2640,2640,2640,0,0,1554,1554
2006-01-07,2640,2640,2640,0,0,1554,1554
2006-01-08,2640,2640,2640,0,0,1554,1554
2006-01-09,2638,2638,2638,0,0,1551,1551
2006-01-10,2639,2639,2639,0,0,1552,1552
2006-01-11,2640,2640,2640,0,0,1553,1553
2006-01-12,2640,2640,2640,0,0,1553,1553
2006-01-13,2640,2640,2640,0,0,1553,1553
2006-01-14,2640,2640,2640,0,0,1553,1553
2006-01-15,2640,2640,2640,0,0,1553,1553
2006-01-16,2640,2640,2640,0,0,1553,1553
2006-01-17,2641,2640,2640,1,0,1553,1553
2006-01-18,2640,2640,2640,0,0,1553,1553
2006-01-19,2642,2642,2642,0,0,1555,1555
2006-01-20,2642,2642,2642,0,0,1555,1555
2006-01-21,2642,2642,2642,0,0,1555,1555
2006-01-22,2642,2642,2642,0,0,1555,1555
2006-01-23,2641,2641,2641,0,0,1554,1554
2006-01-24,2641,2641,2641,0,0,1554,1554
2006-01-25,2641,2641,2641,0,0,1554,1554
2006-01-26,2641,2641,2641,0,0,1553,1553
2006-01-27,2641,2641,2641,0,0,1553,1553
2006-01-28,2641,2641,2641,0,0,1553,1553
2006-01-29,2641,2641,2641,0,0,1553,1553
2006-01-30,2638,2638,2638,0,0,1550,1550
2006-01-31,2637,2637,2637,0,0,1549,1549
2006-02-01,2634,2634,2634,0,0,1542,1542
2006-02-02,2634,2634,2634,0,0,1541,1541
2006-02-03,2637,2637,2637,0,0,1543,1543
2006-02-04,2637,2637,2637,0,0,1543,1543
2006-02-05,2637,2637,2637,0,0,1543,1543
2006-02-06,2636,2636,2636,0,0,1540,1540
2006-02-07,2637,2637,2637,0,0,1541,1541
2006-02-08,2636,2636,2636,0,0,1540,1540
2006-02-09,2639,2639,2639,0,0,1543,1543
2006-02-10,2639,2639,2639,0,0,1543,1543
2006-02-11,2639,2639,2639,0,0,1543,1543
2006-02-12,2639,2639,2639,0,0,1543,1543
2006-02-13,2638,2638,2638,0,0,1542,1542
2006-02-14,2638,2638,2638,0,0,1542,1542
2006-02-15,2638,2638,2638,0,0,1542,1542
2006-02-16,2638,2638,2638,0,0,1542,1542
2006-02-17,2638,2638,2638,0,0,1542,1542
2006-02-18,2638,2638,2638,0,0,1542,1542
2006-02-19,2638,2638,2638,0,0,1542,1542
2006-02-20,2638,2638,2638,0,0,1542,1542
2006-02-21,2639,2639,2639,0,0,1543,1543
2006-02-22,2639,2639,2639,0,0,1543,1543
2006-02-23,2639,2639,2639,0,0,1543,1543
2006-02-24,2641,2641,2641,0,0,1543,1543
2006-02-25,2641,2641,2641,0,0,1543,1543
2006-02-26,2641,2641,2641,0,0,1543,1543
2006-02-27,2640,2640,2640,0,0,1541,1541
2006-02-28,2640,2640,2640,0,0,1541,1541
2006-03-01,2641,2640,2640,1,0,1541,1541
2006-03-02,2638,2638,2638,0,0,1539,1539
2006-03-03,2638,2638,2638,0,0,1539,1539
2006-03-04,2638,2638,2638,0,0,1539,1539
2006-03-05,2638,2638,2638,0,0,1539,1539
2006-03-06,2637,2637,2637,0,0,1538,1538
2006-03-07,2638,2638,2638,0,0,1538,1538
2006-03-08,2639,2639,2639,0,0,1539,1539
2006-03-09,2636,2636,2636,0,0,1536,1536
2006-03-10,2637,2637,2637,0,0,1537,1537
2006-03-11,2637,2637,2637,0,0,1537,1537
2006-03-12,2637,2637,2637,0,0,1537,1537
2006-03-13,2637,2637,2637,0,0,1537,1537
2006-03-14,2637,2637,2637,0,0,1537,1537
2006-03-15,2638,2638,2638,0,0,1537,1537
2006-03-16,2638,2638,2638,0,0,1536,1536
2006-03-17,2639,2639,2639,0,0,1537,1537
2006-03-18,2639,2639,2639,0,0,1537,1537
2006-03-19,2639,2639,2639,0,0,1537,1537
2006-03-20,2639,2639,2639,0,0,1537,1537
2006-03-21,2639,2639,2639,0,0,1537,1537
2006-03-22,2639,2639,2639,0,0,1537,1537
2006-03-23,2639,2639,2639,0,0,1537,1537
2006-03-24,2640,2640,2640,0,0,1538,1538
2006-03-25,2640,2640,2640,0,0,1538,1538
2006-03-26,2640,2640,2640,0,0,1538,1538
2006-03-27,2641,2641,2641,0,0,1539,1539
2006-03-28,2641,2641,2641,0,0,1539,1539
2006-03-29,2642,2642,2642,0,0,1540,1540
2006-03-30,2642,2642,2642,0,0,1540,1540
2006-03-31,2637,2637,2637,0,0,1534,1534
2006-04-01,2637,2637,2637,0,0,1534,1534
2006-04-02,2637,2637,2637,0,0,1534,1534
2006-04-03,2633,2633,2633,0,0,1529,1529
2006-04-04,2632,2632,2632,0,0,1528,1528
2006-04-05,2630,2630,2630,0,0,1526,1526
2006-04-06,2630,2630,2630,0,0,1526,1526
2006-04-07,2631,2631,2631,0,0,1527,1527
2006-04-08,2631,2631,2631,0,0,1527,1527
2006-04-09,2631,2631,2631,0,0,1527,1527
2006-04-10,2631,2630,2630,1,0,1526,1526
2006-04-11,2630,2630,2630,0,0,1526,1526
2006-04-12,2629,2629,2629,0,0,1525,1525
2006-04-13,2628,2628,2628,0,0,1524,1524
2006-04-14,2628,2628,2628,0,0,1524,1524
2006-04-15,2628,2628,2628,0,0,1524,1524
2006-04-16,2628,2628,2628,0,0,1524,1524
2006-04-17,2627,2627,2627,0,0,1523,1523
2006-04-18,2628,2627,2627,1,0,1523,1523
2006-04-19,2627,2627,2627,0,0,1523,1523
2006-04-20,2626,2626,2626,0,0,1522,1522
2006-04-21,2627,2627,2627,0,0,1523,1523
2006-04-22,2627,2627,2627,0,0,1523,1523
2006-04-23,2627,2627,2627,0,0,1523,1523
2006-04-24,2626,2626,2626,0,0,1522,1522
2006-04-25,2626,2626,2626,0,0,1522,1522
2006-04-26,2627,2627,2627,0,0,1523,1523
2006-04-27,2627,2627,2627,0,0,1523,1523
2006-04-28,2627,2627,2627,0,0,1523,1523
2006-04-29,2627,2627,2627,0,0,1523,1523
2006-04-30,2627,2627,2627,0,0,1523,1523
2006-05-01,2626,2626,2626,0,0,1521,1521
2006-05-02,2626,2626,2626,0,0,1521,1521
2006-05-03,2624,2624,2624,0,0,1519,1519
2006-05-04,2626,2626,2626,0,0,1521,1521
2006-05-05,2626,2626,2626,0,0,1521,1521
2006-05-06,2626,2626,2626,0,0,1521,1521
2006-05-07,2626,2626,2626,0,0,1521,1521
2006-05-08,2625,2625,2625,0,0,1520,1520
2006-05-09,2626,2626,2626,0,0,1520,1520
2006-05-10,2626,2626,2626,0,0,1520,1520
2006-05-11,2623,2623,2623,0,0,1517,1517
2006-05-12,2622,2622,2622,0,0,1516,1516
2006-05-13,2622,2622,2622,0,0,1516,1516
2006-05-14,2622,2622,2622,0,0,1516,1516
2006-05-15,2622,2622,2622,0,0,1515,1515
2006-05-16,2621,2621,2621,0,0,1514,1514
2006-05-17,2621,2621,2621,0,0,1514,1514
2006-05-18,2621,2621,2621,0,0,1514,1514
2006-05-19,2622,2622,2622,0,0,1515,1515
2006-05-20,2622,2622,2622,0,0,1515,1515
2006-05-21,2622,2622,2622,0,0,1515,1515
2006-05-22,2620,2620,2620,0,0,1513,1513
2006-05-23,2620,2620,2620,0,0,1513,1513
2006-05-24,2621,2621,2621,0,0,1513,1513
2006-05-25,2622,2622,2622,0,0,1513,1513
2006-05-26,2622,2622,2622,0,0,1512,1512
2006-05-27,2622,2622,2622,0,0,1512,1512
2006-05-28,2622,2622,2622,0,0,1512,1512
2006-05-29,2622,2622,2622,0,0,1512,1512
2006-05-30,2622,2622,2622,0,0,1512,1512
2006-05-31,2622,2622,2622,0,0,1512,1512
2006-06-01,2622,2622,2622,0,0,1512,1512
2006-06-02,2621,2621,2621,0,0,1511,1511
2006-06-03,2621,2621,2621,0,0,1511,1511
2006-06-04,2621,2621,2621,0,0,1511,1511
2006-06-05,2620,2620,2620,0,0,1510,1510
2006-06-06,2619,2619,2619,0,0,1510,1510
2006-06-07,2619,2619,2619,0,0,1510,1510
2006-06-08,2619,2619,2619,0,0,1510,1510
2006-06-09,2618,2618,2618,0,0,1509,1509
2006-06-10,2618,2618,2618,0,0,1509,1509
2006-06-11,2618,2618,2618,0,0,1509,1509
2006-06-12,2616,2616,2616,0,0,1507,1507
2006-06-13,2614,2614,2614,0,0,1505,1505
2006-06-14,2615,2615,2615,0,0,1506,1506
2006-06-15,2614,2614,2614,0,0,1505,1505
2006-06-16,2634,2634,2634,0,0,1507,1507
2006-06-17,2634,2634,2634,0,0,1507,1507
2006-06-18,2634,2634,2634,0,0,1507,1507
2006-06-19,2613,2613,2613,0,0,1504,1504
2006-06-20,2613,2613,2613,0,0,1504,1504
